track_name,artists,cluster_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Heaven,Kane Brown,2,0.677,0.556,-6.544,0.0306,0.263,0.0,0.105,0.521,80.006
Islands in the Stream,Dolly Parton;Kenny Rogers,6,0.611,0.524,-8.256,0.035,0.68,0.0,0.0753,0.73,203.787
You Proof,Morgan Wallen,8,0.731,0.85,-4.913,0.0336,0.252,0.0,0.605,0.644,119.706
What Hurts The Most,Rascal Flatts,12,0.537,0.674,-5.134,0.0277,0.0088,0.0,0.265,0.33,136.002
A Horse with No Name,America;George Martin,10,0.654,0.506,-17.18,0.0535,0.686,0.0155,0.155,0.831,123.179
Take My Name,Parmalee,6,0.559,0.66,-4.143,0.0512,0.222,0.0,0.193,0.574,163.957
Buy Dirt,Jordan Davis;Luke Bryan,3,0.586,0.559,-6.725,0.05,0.639,0.0,0.0872,0.437,177.945
Made For You,Jake Owen,2,0.581,0.441,-6.829,0.0268,0.77,2.75e-05,0.111,0.337,82.125
Man! I Feel Like A Woman!,Shania Twain,10,0.657,0.639,-7.527,0.0412,0.581,0.0,0.278,0.674,124.882
Rainbow,Kacey Musgraves,3,0.581,0.197,-7.697,0.0329,0.88,0.0,0.107,0.349,130.367
The Good Ones,Gabby Barrett,2,0.519,0.552,-5.023,0.0259,0.18,0.0,0.149,0.331,89.957
Amazed,Lonestar,12,0.561,0.543,-8.498,0.0324,0.26,0.0,0.124,0.243,139.803
From This Moment On - Pop On-Tour Version,Shania Twain,3,0.46,0.505,-5.487,0.0266,0.42,0.0,0.134,0.22,135.757
I Believe In You,Don Williams,14,0.512,0.212,-21.426,0.0483,0.88,0.00573,0.115,0.51,117.756
She Had Me At Heads Carolina,Cole Swindell,6,0.607,0.912,-3.449,0.0611,0.124,0.0,0.332,0.722,134.944
Fancy Like,Walker Hayes,1,0.647,0.765,-6.459,0.06,0.111,0.0,0.315,0.855,79.994
Take It Easy - 2013 Remaster,Eagles,6,0.575,0.67,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191
Good Thing Windin' down,Tyler Childers,14,0.401,0.114,-13.601,0.0357,0.921,0.0,0.122,0.456,102.904
C.O.U.N.T.R.Y.,Tyler Farr,6,0.459,0.89,-4.448,0.044,0.00245,7.23e-06,0.306,0.809,181.837
You’ll Never Walk Alone,Simon Casey,2,0.481,0.373,-8.324,0.0313,0.65,0.000208,0.112,0.142,112.434
Can’t Hide Red,Florida Georgia Line;Jason Aldean,13,0.514,0.864,-3.246,0.0502,0.0256,0.0,0.103,0.471,94.927
Whiskey and Rain,Michael Ray,10,0.653,0.623,-4.56,0.0244,0.505,3.61e-06,0.279,0.718,100.021
Bad Moon Rising,Creedence Clearwater Revival,6,0.508,0.774,-5.973,0.0321,0.0586,4.87e-06,0.063,0.942,178.946
Talk About Georgia,Jason Aldean,5,0.434,0.889,-4.243,0.0649,0.0232,0.0,0.0464,0.527,154.088
Get to You,Michael Ray,3,0.481,0.562,-5.661,0.0319,0.348,0.000428,0.106,0.212,167.962
Galveston Bay,Parker McCollum,2,0.527,0.375,-6.387,0.0243,0.482,0.0,0.132,0.318,81.92
Dukes of Hazzard,Upchurch,12,0.759,0.644,-4.988,0.0379,0.000607,0.0,0.125,0.129,139.956
After A Few,Travis Denning,1,0.619,0.855,-4.356,0.0346,0.0155,0.0,0.162,0.656,107.004
Blank Space,Michael Ray,13,0.529,0.825,-4.454,0.0324,0.158,0.0131,0.385,0.227,93.969
Her World or Mine,Michael Ray,3,0.568,0.499,-6.597,0.0288,0.638,0.0,0.122,0.243,143.759
"Red, White And Blue",Travis Denning,13,0.497,0.879,-4.81,0.0583,0.0755,0.0,0.0651,0.276,74.977
One That Got Away,Michael Ray,6,0.566,0.825,-4.245,0.0416,0.00308,0.0,0.0779,0.609,160.003
I'll Be Fine,Koe Wetzel,12,0.663,0.644,-8.92,0.0375,0.0721,0.0,0.0736,0.372,123.968
Time Marches On (The Bootlegger Sessions),Michael Ray,1,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947
Frosty the Snowman,Clay Walker,3,0.586,0.473,-9.244,0.0829,0.668,0.0,0.0746,0.713,178.906
Born Again,Big & Rich;Bon Jovi,6,0.476,0.888,-4.926,0.0534,0.0131,0.0,0.277,0.617,162.0
Holy Water,Michael Ray,13,0.534,0.722,-4.944,0.0339,0.0367,1.68e-06,0.11,0.224,75.007
Frosty the Snowman,Clay Walker,3,0.586,0.473,-9.244,0.0829,0.668,0.0,0.0746,0.713,178.906
Holy Water,Michael Ray,13,0.534,0.722,-4.944,0.0339,0.0367,1.68e-06,0.11,0.224,75.007
Livin' It Up,Michael Ray,5,0.41,0.947,-3.343,0.0747,0.00101,0.00477,0.26,0.502,197.856
Trouble No More,Allman Brothers Band,6,0.556,0.567,-11.426,0.0333,0.0577,0.00144,0.0907,0.856,141.348
Time Marches On (The Bootlegger Sessions),Michael Ray,1,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947
Blue Christmas,Big & Rich,13,0.514,0.901,-5.674,0.114,0.0915,1.47e-05,0.076,0.422,120.647
Midnight Rider,Allman Brothers Band,6,0.346,0.589,-9.922,0.036,0.21,0.00703,0.15,0.638,189.486
Time Marches On (The Bootlegger Sessions),Michael Ray,1,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947
Crying From The Bathroom,Koe Wetzel,3,0.322,0.457,-7.685,0.0321,0.292,1.51e-05,0.0639,0.0729,143.841
Holy Water,Michael Ray,13,0.534,0.722,-4.944,0.0339,0.0367,1.68e-06,0.11,0.224,75.007
Time Marches On (The Bootlegger Sessions),Michael Ray,1,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947
Barefoot Blue Jean Night (The Next Performance),Michael Ray,5,0.518,0.601,-5.683,0.0428,0.00694,0.0,0.204,0.464,172.204
Time Marches On (The Bootlegger Sessions),Michael Ray,1,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947
Time in a Bottle,Jim Croce,14,0.533,0.155,-16.837,0.0376,0.888,0.0,0.108,0.592,134.019
Tequila,Dan + Shay,2,0.489,0.581,-5.731,0.0281,0.0312,0.0,0.132,0.494,86.016
H.O.L.Y.,Florida Georgia Line,2,0.523,0.666,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077
I Hope (feat. Charlie Puth),Gabby Barrett;Charlie Puth,2,0.563,0.576,-6.495,0.0401,0.171,0.0,0.158,0.412,75.019
Wasted On You,Morgan Wallen,5,0.505,0.657,-5.24,0.0318,0.373,0.00107,0.126,0.252,196.0
Need You Now,Lady A,12,0.587,0.622,-5.535,0.0303,0.0927,0.000636,0.2,0.231,107.943
I Hope,Gabby Barrett,2,0.466,0.536,-6.227,0.0429,0.0951,0.0,0.114,0.377,75.998
Just A Kiss,Lady A,12,0.593,0.639,-5.826,0.0307,0.446,0.0,0.0998,0.332,142.881
More Than a Feeling,Boston,13,0.377,0.681,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789
You Are My Sunshine,Music Travel Love,3,0.64,0.315,-9.422,0.0328,0.655,1.63e-06,0.108,0.584,152.06
The Kind of Love We Make,Luke Combs,12,0.608,0.745,-4.13,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025
"Hotel California - Live On MTV, 1994",Eagles,8,0.55,0.49,-10.732,0.0572,0.368,9.96e-05,0.917,0.609,74.656
La Grange - 2005 Remaster,ZZ Top,0,0.545,0.64,-9.937,0.224,0.00249,0.0304,0.196,0.606,80.544
Forever After All,Luke Combs,5,0.487,0.65,-5.195,0.0253,0.191,0.0,0.0933,0.456,151.964
Steal My Love,Dan + Shay,6,0.59,0.633,-5.452,0.0328,0.619,0.0,0.157,0.751,179.856
Whiskey Lullaby (feat. Alison Krauss),Brad Paisley;Alison Krauss,14,0.52,0.333,-11.508,0.0302,0.816,0.0,0.188,0.198,74.165
North On 21,Riley Green,3,0.614,0.589,-8.38,0.0351,0.472,0.0,0.109,0.351,148.076
One and Only,Koe Wetzel,5,0.394,0.734,-5.364,0.0335,0.0113,0.0,0.139,0.371,153.891
Right Down the Line,Gerry Rafferty,10,0.783,0.322,-15.091,0.0343,0.215,0.00243,0.114,0.77,128.227
Stockyards,Casey Donahew,1,0.708,0.622,-8.154,0.0409,0.0104,0.0,0.0735,0.777,134.023
Christmas Is For Children,Glen Campbell,2,0.32,0.288,-13.439,0.0291,0.363,0.00561,0.0943,0.181,77.762
Her,Rotlaus,12,0.62,0.724,-7.875,0.0262,0.104,0.000354,0.26,0.279,111.992
Jesus And Wranglers,Riley Green,1,0.579,0.754,-5.249,0.0261,0.00805,0.0,0.0803,0.734,124.036
White Lightning,Upchurch,12,0.792,0.577,-9.651,0.0952,0.0471,2.83e-06,0.167,0.541,139.99
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Seventeen,Tyler Braden;American Song Contest,5,0.401,0.656,-5.62,0.0315,0.117,2.02e-05,0.107,0.27,156.133
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Rock And Roll Christmas,George Thorogood & The Destroyers,5,0.348,0.981,-5.02,0.137,0.00479,0.0883,0.0905,0.704,182.456
Time Marches On (The Bootlegger Sessions),Michael Ray,1,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947
The Pusher,Steppenwolf,2,0.508,0.47,-9.339,0.0262,0.201,0.0553,0.14,0.69,81.016
A Little Dive Bar in Dahlonega,Ashley McBryde,10,0.651,0.479,-6.192,0.0447,0.426,0.0,0.151,0.575,145.979
First Thing I Reach For,Ashley McBryde,6,0.597,0.787,-5.464,0.0409,0.196,0.000362,0.239,0.886,157.98
Hey Lawdy Mama - Single Version,Steppenwolf,12,0.589,0.831,-12.373,0.0615,0.0195,2.41e-05,0.0635,0.511,98.813
A Little Dive Bar in Dahlonega,Ashley McBryde,10,0.651,0.479,-6.192,0.0447,0.426,0.0,0.151,0.575,145.979
A Little Dive Bar in Dahlonega,Ashley McBryde,10,0.651,0.479,-6.192,0.0447,0.426,0.0,0.151,0.575,145.979
Du försvann som en vind,Lasse Stefanz,1,0.633,0.696,-6.626,0.0296,0.0914,4.08e-05,0.266,0.714,112.992
Bygdaslaur,Gunslingers,12,0.576,0.793,-5.402,0.0481,0.288,0.0,0.188,0.438,144.936
When You're In Love With A Beautiful Woman - Remastered 1996,Dr. Hook,1,0.593,0.768,-10.459,0.0515,0.0535,0.0049,0.0476,0.874,110.41
Styrofoam,Ashley McBryde,1,0.737,0.701,-6.013,0.0446,0.0495,1.11e-06,0.108,0.844,85.001
Martha Divine,Ashley McBryde,6,0.582,0.939,-4.868,0.0781,0.0069,0.00365,0.0732,0.594,136.871
Christmas Time's A-Coming,Emmylou Harris,10,0.715,0.404,-9.706,0.0262,0.583,0.0,0.115,0.709,104.438
One Night Standards,Ashley McBryde,1,0.537,0.686,-5.022,0.0293,0.0287,0.00704,0.0988,0.611,78.051
Born To Be Wild - Single Version,Steppenwolf,8,0.468,0.81,-8.33,0.0724,0.00169,0.0314,0.567,0.464,145.589
Christmas Must Be Tonight - Remastered 2001,The Band,1,0.668,0.665,-8.55,0.0267,0.0519,6.68e-05,0.109,0.766,128.619
Christmas Must Be Tonight - Remastered 2001,The Band,1,0.668,0.665,-8.55,0.0267,0.0519,6.68e-05,0.109,0.766,128.619
Christmas Time's A-Coming,Emmylou Harris,10,0.715,0.404,-9.706,0.0262,0.583,0.0,0.115,0.709,104.438
Christmas Must Be Tonight - Remastered 2001,The Band,1,0.668,0.665,-8.55,0.0267,0.0519,6.68e-05,0.109,0.766,128.619
John Deere Green,Joe Diffie,1,0.701,0.805,-5.584,0.0272,0.106,0.0,0.0581,0.696,130.406
If the World Was Ending,Hannah Ellis;Nick Wayne,3,0.492,0.399,-9.255,0.0653,0.771,0.0,0.189,0.637,133.416
9 to 5,Dolly Parton,8,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.631,0.813,105.39
For What It's Worth,Buffalo Springfield,10,0.653,0.519,-10.164,0.0497,0.406,0.0209,0.101,0.822,98.883
Marry Me,Thomas Rhett,2,0.333,0.412,-8.633,0.029,0.0977,0.0,0.113,0.474,85.028
Wagon Wheel,Darius Rucker,6,0.537,0.66,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096
Next Thing You Know,Jordan Davis,2,0.557,0.597,-8.296,0.048,0.646,0.0,0.0974,0.414,78.526
Take My Hand (The Wedding Song) [feat. Will Anderson],Emily Hackett;Will Anderson,2,0.592,0.465,-10.008,0.0279,0.663,0.000776,0.0918,0.283,75.976
Born To Be Wild,Steppenwolf,9,0.438,0.71,-12.412,0.0919,0.262,0.537,0.221,0.53,145.928
From This Moment On,Shania Twain;Bryan White,3,0.305,0.323,-9.396,0.0284,0.483,0.0,0.107,0.103,135.803
Baby Blue - Remastered 2010,Badfinger,12,0.623,0.876,-7.788,0.066,0.0189,0.0134,0.0728,0.515,124.431
Highway Don't Care,Tim McGraw;Taylor Swift;Keith Urban,5,0.477,0.79,-5.348,0.0394,0.0261,0.0,0.0841,0.505,157.797
Life,Florida Georgia Line,5,0.485,0.663,-5.759,0.0338,0.0686,0.0,0.129,0.38,142.921
Good Ole Boys Like Me,Don Williams,14,0.658,0.325,-17.557,0.0282,0.712,0.00261,0.158,0.483,107.456
Good Things,Dan + Shay,1,0.529,0.621,-6.018,0.0296,0.13,0.0,0.173,0.617,97.189
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Dance with Me,Morgan Evans;Kelsea Ballerini,3,0.611,0.519,-9.854,0.035,0.481,4.82e-06,0.107,0.462,147.979
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Trucks Don't Lie,Tyler Rich,13,0.424,0.774,-4.35,0.0359,0.0573,8.54e-06,0.0854,0.346,76.888
I Do,Morgan Evans,6,0.509,0.761,-5.947,0.0441,0.122,0.0,0.137,0.71,176.054
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Dance with Me,Morgan Evans;Kelsea Ballerini,3,0.611,0.519,-9.854,0.035,0.481,4.82e-06,0.107,0.462,147.979
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Simple,Florida Georgia Line,6,0.362,0.882,-3.717,0.0973,0.0791,0.0,0.15,0.864,199.811
Reminiscing - Remastered,Little River Band,3,0.362,0.466,-11.257,0.0403,0.65,0.00589,0.132,0.342,189.141
To Be Loved By You,Parker McCollum,5,0.475,0.805,-4.456,0.0377,0.000453,0.0,0.143,0.488,145.976
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Country Outta My Girl,Morgan Evans,6,0.448,0.932,-4.424,0.0976,0.0174,0.0,0.347,0.709,187.813
Dance with Me,Morgan Evans;Kelsea Ballerini,3,0.611,0.519,-9.854,0.035,0.481,4.82e-06,0.107,0.462,147.979
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Traveler,Upchurch,12,0.786,0.599,-9.949,0.0602,0.454,6.95e-06,0.111,0.482,139.975
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Valerie,Steve Winwood,1,0.679,0.766,-4.993,0.0291,0.32,0.015,0.111,0.679,116.269
Song for the Summer,Morgan Evans,1,0.606,0.817,-5.112,0.0327,0.0279,8.79e-05,0.228,0.645,124.072
32-18,Gunslingers,12,0.646,0.836,-4.842,0.038,0.133,0.0,0.116,0.405,129.039
Try Losing One,Tyler Braden,3,0.455,0.4,-7.749,0.0293,0.546,0.0,0.0971,0.103,139.828
Dance with the Devil (feat. Katie Noel & Chucky V),Upchurch;Katie Noel;Chucky V,12,0.711,0.813,-7.085,0.0535,0.0248,0.0,0.0941,0.347,159.92
Valerie,Steve Winwood,1,0.679,0.766,-4.993,0.0291,0.32,0.015,0.111,0.679,116.269
Outcast,Koe Wetzel,14,0.511,0.347,-8.729,0.025,0.726,0.00105,0.375,0.0514,95.088
Tunnel Vision,Upchurch,12,0.773,0.516,-10.011,0.0613,0.457,0.0,0.278,0.358,138.944
Kongen av campen,BEIST;Stjørna Heimbrentslag,12,0.65,0.844,-7.664,0.116,0.418,0.0,0.291,0.341,152.993
Good Lord,Salebarbes,6,0.54,0.932,-5.488,0.0551,0.0427,0.0,0.337,0.905,151.923
Huaröd,Lasse Stefanz,6,0.647,0.813,-5.076,0.0758,0.135,0.0,0.173,0.826,153.994
Syng mej en song,Rotlaus,6,0.549,0.872,-4.892,0.0332,0.00262,0.0,0.302,0.66,130.953
Seventeen,Tyler Braden;American Song Contest,5,0.401,0.656,-5.62,0.0315,0.117,2.02e-05,0.107,0.27,156.133
Hjortefall,Tomgang,5,0.538,0.646,-7.093,0.0423,0.0805,0.00671,0.0887,0.459,160.129
Hey You,Bachman-Turner Overdrive,1,0.491,0.849,-5.188,0.0309,0.0526,0.0094,0.274,0.932,118.161
Takin' Care Of Business,Bachman-Turner Overdrive,1,0.728,0.919,-5.751,0.0494,0.0495,0.0,0.152,0.963,130.22
An Old Fashioned Love Song - Single Version,Three Dog Night,10,0.456,0.555,-10.615,0.0369,0.508,0.0194,0.106,0.776,101.31
An Old Fashioned Love Song - Single Version,Three Dog Night,10,0.456,0.555,-10.615,0.0369,0.508,0.0194,0.106,0.776,101.31
Bless The Broken Road,Rascal Flatts,3,0.588,0.448,-6.37,0.0265,0.668,1.37e-05,0.156,0.362,135.962
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,14,0.406,0.188,-13.039,0.0324,0.852,0.0,0.105,0.629,120.757
On Me (feat. Ava Max),Thomas Rhett;Kane Brown;Ava Max,6,0.548,0.721,-4.466,0.0472,0.0119,0.0,0.216,0.594,177.918
Truth About You,Mitchell Tenpenny,6,0.492,0.708,-4.639,0.0334,0.0975,0.0,0.12,0.697,161.989
Breakups,Seaforth,2,0.531,0.552,-5.945,0.0309,0.436,0.0,0.0786,0.328,74.931
"Forever and Ever, Amen",Randy Travis,1,0.701,0.68,-8.492,0.0264,0.303,1.51e-05,0.159,0.704,90.607
Take Me Home (with Kane Brown),Restless Road;Kane Brown,2,0.397,0.508,-7.305,0.0384,0.443,0.0,0.135,0.323,89.862
More Hearts Than Mine,Ingrid Andress,2,0.375,0.428,-7.387,0.029,0.109,0.0,0.105,0.361,78.516
I Should Probably Go To Bed,Dan + Shay,3,0.721,0.277,-7.128,0.0365,0.634,0.0,0.112,0.309,131.935
What Ifs (feat. Lauren Alaina),Kane Brown;Lauren Alaina,1,0.612,0.799,-4.603,0.0275,0.00898,0.0,0.172,0.687,125.976
The Room at the Top of the Stairs - 2008 Version,Eddie Rabbitt,10,0.772,0.412,-11.682,0.0305,0.378,0.000199,0.184,0.605,108.352
Girl Crush,Little Big Town,3,0.5,0.225,-10.22,0.0302,0.842,0.0,0.112,0.355,173.788
Sing Me Back Home,Don Williams,10,0.738,0.417,-11.77,0.0261,0.392,0.00196,0.186,0.639,110.001
Shot Full Of Love,Don Williams,14,0.666,0.252,-17.614,0.0264,0.548,0.0221,0.113,0.547,94.111
Lay Down Beside Me,Don Williams,14,0.496,0.196,-16.85,0.0284,0.631,0.0473,0.102,0.207,102.942
Coward Of The County,Kenny Rogers,10,0.652,0.433,-12.843,0.0588,0.134,7.37e-06,0.146,0.675,91.471
Islands in the Stream,Dolly Parton;Kenny Rogers,3,0.592,0.473,-9.834,0.0354,0.681,0.0,0.0732,0.741,203.989
Like a Rolling Stone,Bob Dylan,2,0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263
The Harvest,Tyler Childers,14,0.588,0.163,-13.481,0.0341,0.936,0.0,0.115,0.559,73.303
Let Your Love Flow,The Bellamy Brothers,1,0.679,0.553,-14.687,0.0316,0.0611,7.16e-06,0.139,0.946,109.071
City Bitch,Mini Thin,0,0.791,0.606,-12.038,0.296,0.0706,0.0,0.33,0.799,134.979
From Austin,Zach Bryan,2,0.5,0.485,-7.94,0.0422,0.633,1.26e-06,0.107,0.379,109.755
Lonely Call,RaeLynn,12,0.588,0.722,-4.667,0.0289,0.0663,0.0,0.0721,0.243,145.926
Holes,Cody Johnson,12,0.47,0.572,-5.707,0.0283,0.0574,0.0,0.0902,0.422,131.962
Wake Me Up,Upchurch,12,0.67,0.575,-8.624,0.0423,0.0441,0.0,0.231,0.135,124.988
Lonely Call,RaeLynn,12,0.588,0.722,-4.667,0.0289,0.0663,0.0,0.0721,0.243,145.926
Legend,Upchurch,0,0.909,0.77,-8.364,0.271,0.115,0.0,0.106,0.757,146.985
Trouble With You,Riley Green,12,0.764,0.646,-6.919,0.0403,0.254,0.0,0.113,0.434,96.041
Tailgate,RaeLynn,6,0.608,0.755,-5.156,0.114,0.0525,0.0,0.0998,0.75,176.046
Tailgate,RaeLynn,6,0.608,0.755,-5.156,0.114,0.0525,0.0,0.0998,0.75,176.046
Caught Up In You,38 Special,6,0.361,0.787,-4.982,0.0363,0.0197,0.000586,0.0421,0.889,130.693
20 år på vegen,Hellbillies,2,0.356,0.568,-5.264,0.0295,0.191,0.0,0.183,0.42,77.35
Queens Don't,RaeLynn,12,0.658,0.695,-5.499,0.0279,0.0708,0.0,0.13,0.572,133.939
I'm Easy,Boz Scaggs,6,0.474,0.771,-5.719,0.0571,0.115,0.0,0.0712,0.898,172.375
Hold On Loosely,38 Special,1,0.565,0.707,-5.65,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222
Tombstone,Adam Calhoun,0,0.671,0.733,-7.348,0.361,0.229,0.0,0.139,0.62,78.03
Queens Don't,RaeLynn,12,0.658,0.695,-5.499,0.0279,0.0708,0.0,0.13,0.572,133.939
Queens Don't,RaeLynn,12,0.658,0.695,-5.499,0.0279,0.0708,0.0,0.13,0.572,133.939
Ei tid - Akustisk versjon,Rotlaus;Synne,13,0.492,0.694,-6.033,0.0276,0.0765,0.0006,0.316,0.366,89.93
The Apple,RaeLynn,2,0.593,0.646,-5.251,0.0396,0.173,0.0,0.112,0.571,80.016
Never Loved You At All,Parker McCollum,1,0.552,0.891,-4.008,0.0344,0.0908,0.0,0.391,0.851,107.969
Slepp me inn,Staut,1,0.585,0.789,-6.916,0.039,0.102,0.0,0.258,0.97,81.481
Scaniakusken,Tomgang,6,0.585,0.731,-6.795,0.056,0.473,1.23e-05,0.134,0.853,151.95
Never Comin' Home - Live Acoustic,Bailey Zimmerman,3,0.585,0.51,-6.028,0.0322,0.427,0.0,0.0997,0.436,135.24
Walking Tall,Upchurch,1,0.789,0.572,-11.271,0.115,0.203,0.0,0.119,0.689,113.021
All Right Now,Free,1,0.785,0.481,-11.323,0.101,0.0062,2.38e-06,0.122,0.77,119.937
Never Comin' Home,Bailey Zimmerman,6,0.556,0.59,-6.846,0.029,0.25,0.0,0.109,0.573,143.972
King Of The Road - Single Version,Roger Miller,10,0.69,0.366,-10.414,0.0634,0.62,0.0,0.121,0.544,118.289
Vi går mot ljuset,Lasse Stefanz,1,0.614,0.768,-8.968,0.0288,0.419,1.81e-06,0.0839,0.846,112.38
Hardanger,Gunslingers,12,0.64,0.722,-6.264,0.0396,0.0965,0.0,0.272,0.52,131.067
GOOD TIME,Niko Moon,1,0.802,0.59,-7.189,0.0493,0.0874,0.0,0.275,0.687,138.084
Blue Ain't Your Color,Keith Urban,2,0.69,0.416,-7.865,0.0335,0.617,1.37e-06,0.102,0.479,82.45
Angel Of The Morning,Juice Newton,2,0.452,0.313,-9.309,0.026,0.433,2.6e-05,0.0772,0.344,75.806
Rock and A Hard Place,Bailey Zimmerman,2,0.582,0.568,-7.3,0.0275,0.577,0.0,0.105,0.394,121.991
I Want It That Way,Music Travel Love;Francis Greg,6,0.575,0.368,-7.436,0.0317,0.289,0.0,0.245,0.621,200.016
Far From Any Road,The Handsome Family,1,0.707,0.556,-10.101,0.0303,0.19,0.0159,0.388,0.746,120.028
How Do I Live,LeAnn Rimes,12,0.577,0.462,-7.989,0.0279,0.128,0.0,0.0822,0.258,128.303
More Than I Can Say - Remastered,Leo Sayer,10,0.726,0.506,-12.77,0.0239,0.213,3.41e-05,0.332,0.72,96.5
Glad You Exist - Acoustic,Dan + Shay,3,0.538,0.386,-6.963,0.0309,0.797,0.0,0.119,0.653,184.022
Breathe,Faith Hill,12,0.529,0.496,-9.007,0.029,0.173,0.0,0.251,0.278,136.859
You,Dan + Shay,6,0.544,0.572,-6.205,0.0319,0.118,0.0,0.234,0.52,169.885
Amanda,Don Williams,10,0.653,0.369,-11.469,0.0307,0.747,0.0059,0.115,0.478,116.467
Achy Breaky Heart,Billy Ray Cyrus,1,0.8,0.563,-10.209,0.0303,0.051,0.0,0.0797,0.961,121.808
My Person,Spencer Crandall,6,0.567,0.753,-5.291,0.0487,0.0894,0.0,0.13,0.756,165.966
Cowboy Take Me Away,The Chicks,3,0.467,0.622,-7.255,0.031,0.365,0.00527,0.0982,0.455,164.418
Chattahoochee,Alan Jackson,6,0.606,0.706,-9.665,0.0379,0.362,0.0,0.16,0.819,174.533
I Won't Let Go,Rascal Flatts,3,0.557,0.406,-7.083,0.0278,0.742,0.0,0.113,0.222,131.96
One Friend,Dan Seals,14,0.459,0.0565,-20.923,0.0371,0.815,0.0,0.105,0.386,125.151
Play Her Tonight,Riley Green,6,0.529,0.906,-5.064,0.0677,0.265,0.0,0.1,0.836,184.384
We've Had Our Fun,Tyler Childers,14,0.574,0.306,-11.877,0.0292,0.865,0.00258,0.117,0.491,90.575
Hideas 9,Upchurch,12,0.942,0.76,-6.886,0.163,0.0648,5.79e-05,0.134,0.37,110.036
Somebody Like That,Tenille Arts,1,0.574,0.798,-5.356,0.0485,0.0152,0.0,0.111,0.58,105.034
On Borrowed Time,The J. Geils Band,3,0.511,0.42,-7.686,0.0418,0.633,0.000267,0.0417,0.405,129.544
Good Day for Living,Joe Nichols,13,0.436,0.849,-5.279,0.0689,0.0122,0.0,0.122,0.696,82.465
Bygderamp,Rotlaus,5,0.487,0.723,-4.315,0.0278,0.0567,0.0,0.377,0.257,169.834
Radio Jam,Upchurch,2,0.465,0.612,-9.803,0.0529,0.304,0.0,0.0407,0.282,79.814
$50 Dollars and a Flask of Crown,Bleu Edmondson,1,0.748,0.695,-7.755,0.0358,0.215,0.000264,0.246,0.876,114.927
Dixieland Delight - Live,Riley Green,8,0.254,0.909,-6.556,0.0713,0.00112,0.000334,0.925,0.437,94.32
PØBEL,Crashville,6,0.558,0.742,-6.764,0.0287,0.0132,4.48e-06,0.0817,0.809,152.014
Crazy Eddie's Last Hurrah,Reckless Kelly,6,0.53,0.87,-6.488,0.0936,0.0146,6.84e-06,0.367,0.735,147.877
Chain Drinkin',Cody Johnson,6,0.575,0.793,-4.954,0.0426,0.199,0.0,0.0818,0.817,166.099
Shut Up,Adam Calhoun;Big Murph,12,0.837,0.654,-5.148,0.16,0.0771,0.0,0.432,0.292,138.007
Bells,Upchurch,6,0.528,0.795,-5.093,0.039,0.00458,0.000264,0.125,0.539,166.007
Goin' Up The Country,Canned Heat,10,0.628,0.356,-12.471,0.0386,0.932,0.000608,0.116,0.605,80.205
