track_name,artists,cluster_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Alag Aasmaan,Anuv Jain,10,0.699,0.299,-12.599,0.0403,0.869,0.0,0.0724,0.459,118.969
Deva Deva,Pritam;Arijit Singh;Amitabh Bhattacharya;Jonita Gandhi,2,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.128,0.435,112.074
Waqt Ki Baatein,Dream Note,14,0.556,0.202,-16.397,0.0324,0.915,0.0381,0.112,0.2,145.017
Dance Ka Bhoot,Pritam;Arijit Singh;Amitabh Bhattacharya,6,0.632,0.929,-5.297,0.128,0.0503,0.0,0.271,0.584,136.008
"Hum Nashe Mein Toh Nahin (From ""Bhool Bhulaiyaa 2"")",Pritam;Arijit Singh;Tulsi Kumar,10,0.572,0.736,-7.768,0.0658,0.643,0.0,0.128,0.778,85.035
Rasiya,Pritam;Shreya Ghoshal;TUSHAR JOSHI,2,0.54,0.796,-7.538,0.0521,0.371,0.00165,0.11,0.636,78.99
Deva Deva (Tamil),Pritam;Sid Sriram;Arijit Singh;Jonita Gandhi,2,0.56,0.728,-7.151,0.0445,0.653,0.00662,0.104,0.393,112.045
Theethiriyaai,Pritam;Sid Sriram,2,0.562,0.595,-7.124,0.0314,0.715,0.000166,0.108,0.403,93.993
Kunkumamaake,Pritam;Hesham Abdul Wahab;Sid Sriram,2,0.555,0.588,-8.503,0.0278,0.814,3.65e-05,0.109,0.374,94.052
Dancela Bodha Yethuda,Pritam;Anirudh Ravichander,6,0.654,0.924,-4.892,0.174,0.0738,0.0,0.329,0.595,136.021
Deva Deva (Kannada),Pritam;Sanjith Hegde;Arijit Singh;Jonita Gandhi,2,0.56,0.73,-7.485,0.0377,0.645,0.00143,0.135,0.506,112.052
Dancina Huchchu,Pritam;Nakash Aziz,6,0.672,0.939,-4.711,0.121,0.0554,6.02e-06,0.273,0.589,136.016
Deva Deva (Telugu),Pritam;Sreerama Chandra;Arijit Singh;Jonita Gandhi,2,0.559,0.709,-7.219,0.0396,0.664,0.000119,0.117,0.417,112.01
Allari Motha,Pritam;Nakash Aziz,6,0.654,0.934,-4.67,0.119,0.0428,0.0,0.249,0.656,135.991
Deva Deva (Malayalam),Pritam;Hesham Abdul Wahab;Arijit Singh;Arya Dhayal,2,0.592,0.698,-7.593,0.033,0.77,0.0469,0.0951,0.396,112.019
Piri Ilaki Aadi,Pritam;Benny Dayal,6,0.612,0.938,-4.972,0.141,0.0195,0.0,0.293,0.526,136.041
Jiyein Kyun,Pritam;Papon,2,0.393,0.609,-5.954,0.0415,0.0558,2.22e-06,0.107,0.347,71.377
Mere Bina,Pritam;Nikhil D'Souza,2,0.511,0.767,-5.699,0.0524,0.651,0.0,0.153,0.463,79.923
Choo Lo,The Local Train,5,0.512,0.695,-6.349,0.0271,0.0265,0.00815,0.146,0.351,145.957
Liggi,Ritviz,1,0.786,0.667,-8.272,0.054,0.0112,0.053,0.074,0.688,102.046
Udd Gaye,Ritviz,12,0.595,0.817,-6.187,0.0474,0.000712,0.0386,0.142,0.483,144.961
"Tere Hawaale (From ""Laal Singh Chaddha"")",Pritam;Arijit Singh;Shilpa Rao,2,0.589,0.522,-10.649,0.0391,0.642,2.74e-05,0.0992,0.31,109.094
tere bina,Zaeden,1,0.889,0.341,-7.909,0.0424,0.117,3.7e-06,0.0734,0.942,118.003
Darasal,Pritam;Atif Aslam,10,0.705,0.422,-7.375,0.0299,0.793,0.0,0.0895,0.484,117.949
Pee Loon,Pritam;Mohit Chauhan,1,0.656,0.721,-5.064,0.0364,0.277,0.000139,0.188,0.883,83.95
Tu Hi Haqeeqat,Pritam;Javed Ali;Irshan Ashraf;Shadab,10,0.705,0.744,-5.416,0.0341,0.582,0.0,0.2,0.706,115.959
Teri Jhuki Nazar,Pritam;Shafqat Amanat Ali,2,0.386,0.815,-3.395,0.0417,0.707,0.0,0.159,0.349,124.293
Baaraat,Ritviz;Nucleya,10,0.678,0.449,-9.379,0.0869,0.477,0.0,0.536,0.606,100.033
Ik Vaari Aa,Pritam;Arijit Singh,8,0.512,0.752,-4.857,0.0534,0.305,0.0,0.708,0.428,127.965
Aarambh,Piyush Mishra,0,0.693,0.778,-8.087,0.248,0.555,0.0,0.094,0.282,125.025
"Hawayein (From ""Jab Harry Met Sejal"")",Pritam;Arijit Singh,10,0.606,0.601,-5.576,0.0283,0.796,0.000511,0.127,0.453,125.961
Tum Mile,Pritam;Neeraj Shridhar,1,0.738,0.798,-6.663,0.0334,0.32,5.15e-06,0.31,0.793,123.01
Haan Tu Hain,Pritam;KK,2,0.415,0.904,-3.586,0.104,0.718,0.0,0.0739,0.729,83.648
Saiyyan,Kailash Kher;Paresh Kamath;Naresh Kamath,2,0.473,0.562,-8.624,0.0451,0.65,0.000117,0.12,0.316,74.653
Tum Mile - Lofi Flip,KSW;Neeraj Shridhar;Pritam,12,0.711,0.579,-11.059,0.0363,0.218,0.053,0.32,0.21,114.96
Pal Behta Jaaye,Vismay Patel,14,0.776,0.223,-13.686,0.0379,0.721,3.8e-06,0.119,0.196,109.966
Ye Ishq Hai,Pritam;Shreya Ghoshal,1,0.823,0.638,-7.126,0.159,0.434,2.09e-06,0.255,0.882,118.045
"Kesariya (From ""Brahmastra"") - Dance Mix",Pritam;Shashwat Singh;Antara Mitra;Arijit Singh,1,0.7,0.699,-4.193,0.0531,0.45,0.0,0.103,0.567,100.037
Ae Dil Hai Mushkil Title Track,Pritam;Arijit Singh,3,0.495,0.654,-6.639,0.0679,0.713,0.0,0.165,0.35,123.896
Tum Jo Aaye,Pritam;Rahat Fateh Ali Khan;Tulsi Kumar,1,0.574,0.841,-4.449,0.0948,0.399,1e-06,0.205,0.927,83.706
Ilahi,Pritam;Arijit Singh,13,0.593,0.967,-5.767,0.0907,0.166,2.54e-05,0.105,0.452,131.988
Tune Jo Na Kaha,Pritam;Mohit Chauhan;Sandeep Shrivastava,14,0.314,0.475,-12.38,0.0838,0.779,0.00539,0.34,0.312,78.992
Woh Lamhe Woh Baatein - LoFi,Poorvesh Dave;Kuxh Beats,2,0.457,0.516,-10.439,0.0396,0.353,0.00403,0.18,0.149,89.96
Subha Hone Na De,Pritam;Mika Singh;Shefali Alvares,12,0.727,0.9,-4.529,0.0452,0.0805,0.0464,0.154,0.505,131.97
Dil Mere,The Local Train,10,0.655,0.473,-9.806,0.0267,0.842,0.0323,0.167,0.572,92.962
Ye Tune Kya Kiya,Pritam;Javed Bashir,1,0.578,0.798,-6.01,0.0699,0.58,0.0,0.111,0.728,91.96
Laaree Chootee,WORMONO;Tejas R.H,3,0.303,0.349,-15.52,0.208,0.758,0.000169,0.363,0.337,180.246
Naina,Pritam;Arijit Singh,2,0.501,0.445,-8.432,0.0337,0.772,0.0,0.117,0.388,80.086
"Kahani (From ""Laal Singh Chaddha"")",Pritam;Mohan Kannan;Amitabh Bhattacharya,3,0.406,0.336,-12.011,0.0345,0.815,5.26e-06,0.0888,0.327,149.354
Badtameez Dil,Pritam;Benny Dayal;Shefali Alvares,1,0.806,0.932,-2.228,0.0684,0.24,0.0,0.216,0.792,106.021
Ranjha,Jasleen Royal;B Praak;Romy;Anvita Dutt,2,0.611,0.566,-5.861,0.0388,0.507,0.0,0.0971,0.312,82.984
Tuta Pull Wahan,Deepak Rathore Project,14,0.588,0.283,-12.663,0.0364,0.863,0.0,0.121,0.284,82.044
Main Yahaan Hoon,Madan Mohan;Udit Narayan;Javed Akhtar,6,0.484,0.788,-7.625,0.0565,0.69,0.0132,0.0939,0.741,171.973
"Kesariya Audio Teaser (From ""Brahmastra"")",Pritam;Arijit Singh;Amitabh Bhattacharya,2,0.56,0.634,-8.803,0.031,0.435,0.00435,0.0983,0.465,94.024
socha na tha,Zaeden,5,0.489,0.752,-5.422,0.0372,0.665,0.000669,0.55,0.179,192.133
Mishri,Anuv Jain,14,0.534,0.159,-14.304,0.0288,0.917,0.0,0.109,0.184,80.047
Make Some Noise For The Desi Boyz,Pritam;KK;Bob,6,0.692,0.954,-3.93,0.0915,0.0188,0.0,0.151,0.89,141.98
Nit Nit,Jasleen Royal,3,0.442,0.412,-10.675,0.0377,0.781,0.0237,0.15,0.235,176.019
Meri Baaton Mein Tu,Anuv Jain,3,0.623,0.455,-9.793,0.0302,0.426,0.0,0.145,0.233,142.878
Hawayein,Pritam;Arijit Singh,10,0.606,0.601,-5.576,0.0283,0.796,0.000511,0.127,0.453,125.961
"Shayad (From ""Love Aaj Kal"")",Pritam;Arijit Singh,3,0.487,0.456,-7.144,0.0319,0.789,1.79e-06,0.141,0.348,136.088
Tum Kyun Chale Jaate Ho Chill,Swattrex,2,0.524,0.643,-7.623,0.0302,0.505,0.000215,0.127,0.201,113.67
"De Taali (From ""Bhool Bhulaiyaa 2"")",Pritam;Yo Yo Honey Singh;Armaan Malik;Shashwat Singh;Amitabh Bhattacharya,1,0.818,0.899,-3.667,0.117,0.157,0.0,0.0725,0.736,120.016
Get You The Moon X Agar Tum Saath Ho,Pranish VP,3,0.652,0.372,-8.823,0.035,0.832,2.86e-06,0.117,0.13,118.934
Rangisari,Kanishk Seth;Kavita Seth,12,0.524,0.758,-9.28,0.0538,0.27,0.13,0.106,0.319,140.012
Vaseegara,Bombay Jayashri,10,0.695,0.293,-16.278,0.0431,0.596,0.0158,0.132,0.637,143.804
Aao Milo Chalo,Pritam;Shaan;Sultan Khan,13,0.504,0.787,-5.948,0.0605,0.412,0.0,0.323,0.49,114.772
Phir Le Aya Dil - Reprise,Pritam;Arijit Singh,2,0.237,0.543,-8.921,0.0372,0.838,3.86e-06,0.0961,0.316,73.896
Aaj Na,Ritviz,2,0.659,0.345,-8.464,0.107,0.106,0.0,0.107,0.338,84.761
Labon Ko,Pritam;KK,12,0.63,0.837,-4.635,0.0387,0.329,0.00271,0.159,0.473,107.997
Roz Roz,The Yellow Diary;Shilpa Rao,10,0.653,0.446,-7.867,0.0351,0.546,4.52e-05,0.109,0.472,100.018
cold/mess,Prateek Kuhad,3,0.509,0.477,-6.571,0.0262,0.309,0.0168,0.158,0.283,146.031
Khudaya Khair,Pritam;Soham Chakraborty;Akriti Kakkar;Monali Thakur,6,0.573,0.746,-5.699,0.0705,0.45,0.0,0.162,0.807,171.949
Sage,Ritviz,0,0.663,0.412,-8.195,0.364,0.00434,0.019,0.215,0.356,98.023
Saware,Pritam;Arijit Singh,3,0.499,0.683,-6.373,0.0334,0.703,0.00161,0.0749,0.295,134.95
Teri Deewani,Kailash Kher;Paresh Kamath;Naresh Kamath,2,0.447,0.6,-3.718,0.0332,0.324,0.0,0.0962,0.434,80.044
Abhi Kuch Dino Se,Pritam;Mohit Chauhan,10,0.703,0.695,-5.518,0.118,0.654,0.0,0.103,0.683,92.003
Doobey,OAFF;Savera;Lothika;Kausar Munir,12,0.751,0.669,-6.532,0.0359,0.342,1.31e-05,0.0822,0.359,119.014
Aabaad Barbaad,Pritam;Arijit Singh,10,0.626,0.522,-5.857,0.0317,0.686,0.0,0.41,0.628,118.001
Bhool Bhulaiyaa,Pritam;Neeraj Shridhar,1,0.843,0.9,-4.602,0.0375,0.31,3.09e-05,0.0576,0.89,108.015
Janam Janam,Pritam;Arijit Singh;Antara Mitra,3,0.301,0.581,-7.324,0.0422,0.602,0.0,0.0757,0.235,132.051
"Aabaad Barbaad (From ""Ludo"")",Pritam;Arijit Singh,10,0.626,0.522,-5.857,0.0317,0.686,0.0,0.41,0.628,118.001
